Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,n_cols,attrition_yes,attrition_no,total,attrition_rate,attrition_lift
,,,,,,,Female,,,,,Divorced,,,,,,,,,,,,,,Mid,3,1,44,45,0.0222,0.1378
,,,,Bachelor,,,,,,,,,,,,,,,,Mid,,,,,,Long,3,1,44,45,0.0222,0.1378
,,,,,,,,,,Manufacturing Director,,,,,No,,,,Low,,,,,,,,3,1,44,45,0.0222,0.1378
,,,,,,,,Very High,,,,Married,,,,,,,,Mid,,,,,,,3,1,44,45,0.0222,0.1378
,,,,,,,Female,,,,,,,,,,,,,Senior,,,,New,,,3,1,44,45,0.0222,0.1378
Mid,,,,,,,,,,Healthcare Representative,,,,Few,,,,,,,,,,,,,3,1,44,45,0.0222,0.1378
Mid,,,,,,,,,,,Very High,,,,,,,Medium,,,,,,,,,3,1,44,45,0.0222,0.1378
,,,,,,,,,,,,,Medium,,,,,,Low,,,,,,,Long,3,1,44,45,0.0222,0.1378
,,,,,,,Male,,,,,,,,,,,,,,,,,,Mid,Long,3,1,44,45,0.0222,0.1378
,,,,,,,,,Junior,Healthcare Representative,,,,,,,,,,,,High,,,,,3,1,44,45,0.0222,0.1378
,Non-Travel,,,,,,,,,,,,,,No,,,,,,,,Mid,,,,3,1,44,45,0.0222,0.1378
,Travel_Rarely,,,,Life Sciences,,,,,,,,,,,,,,Medium,,,,,,,,3,1,44,45,0.0222,0.1378
,,,,,,Very High,,,,,,,,,,,,,No Stock,Senior,,,,,,,3,1,44,45,0.0222,0.1378
,,,,,,,,Medium,Junior,,,,,,,,,,Low,,,,,,,,3,1,44,45,0.0222,0.1378
,,,Near,,,,,,,Manager,,,,,No,,,,,,,,,,,,3,1,45,46,0.0217,0.1348
,,,,,,Very High,,,,,,,,,,,,Very High,,,,,,Established,,,3,1,45,46,0.0217,0.1348
Senior,,,,,Medical,,,,,,,,,,,,,,,,,,,,Recent,,3,1,45,46,0.0217,0.1348
,Non-Travel,,,,,,,,,,,,,,No,,,,,,,,Senior,,,,3,1,45,46,0.0217,0.1348
,,,Near,,Medical,,,,,,,,,,,High,,,,,,,,,,,3,1,45,46,0.0217,0.1348
,,Sales,,,,,,,,,,,,,,,,,Low,Mid,,,,,,,3,2,90,92,0.0217,0.1348
,,,Near,,,,,,Senior,,,,,,,,,,,Senior,,,,,,,3,1,45,46,0.0217,0.1348
,Travel_Rarely,,,,,,,,,Healthcare Representative,,,,,,Medium,,,,,,,,,,,3,1,45,46,0.0217,0.1348
Senior,,,,,,,,,Senior,,,,,,No,,,,,,,,,,,,3,1,45,46,0.0217,0.1348
,,,,,,,,,,Research Scientist,,,Medium,,,,,,Low,,,,,,,,3,1,45,46,0.0217,0.1348
,Travel_Rarely,,,Bachelor,,,,,,Manufacturing Director,,,,,,,,,,,,,,,,,3,1,45,46,0.0217,0.1348
,,,,,,,Female,,,,,,,,,,,,,Senior,,,,,,New,3,1,45,46,0.0217,0.1348
Young,,Research & Development,,,,,,,Junior,,,,,,,,,,,,,,,,,,3,1,45,46,0.0217,0.1348
,,Research & Development,,,,,,,,Manager,,,,,,,,,,Senior,,,,,,,3,1,45,46,0.0217,0.1348
,,,,,,,Male,,,,High,,,,,,,,,,,,,Long,,,3,1,45,46,0.0217,0.1348
,Non-Travel,,,,,,,,,,,,Medium,Few,,,,,,,,,,,,,3,1,45,46,0.0217,0.1348
Mid,,,,,,,,,Junior,Research Scientist,,,,,,,,,,,,,,,,,3,1,45,46,0.0217,0.1348
,,,,,,,,Very High,,,,,,,No,,,,,,,,Mid,,,,3,1,45,46,0.0217,0.1348
,,,,,,,,,,,,,,,No,High,,,,Senior,,,,,,,3,1,45,46,0.0217,0.1348
,Non-Travel,,,,,,,,,,,,,,No,,,,,,,,,Established,,,3,1,45,46,0.0217,0.1348
,,,,Bachelor,,,,,,,,Divorced,,,,,,,,,,,Senior,,,,3,1,45,46,0.0217,0.1348
,,,,,,,,,,,,,,,,,,Medium,Low,,,,,,,Mid,3,1,45,46,0.0217,0.1348
,,,,,,,,,,,,,High,,No,,Outstanding,,,,,,,,,,3,1,45,46,0.0217,0.1348
,,,,,,,Male,,,,,,,,,,,,,,,High,,,,Long,3,2,91,93,0.0215,0.1334
,,,,Bachelor,,,,,,,,,,,,,,,Low,,,,Senior,,,,3,2,91,93,0.0215,0.1334
,,Research & Development,,,,,,,Senior,,,,,,No,,,,,,,,,,,,3,1,46,47,0.0213,0.132
,,Research & Development,,,,High,,,,Healthcare Representative,,,,,,,,,,,,,,,,,3,1,46,47,0.0213,0.132
,,,,,,,,,,,,,,,,,,Medium,Low,,,,Senior,,,,3,1,46,47,0.0213,0.132
,,,,,,,,,,,,,,,,,,,,,Medium,,,Long,Recent,,3,1,46,47,0.0213,0.132
,,,,,,,Male,,,Research Director,,,High,,,,,,,,,,,,,,3,1,46,47,0.0213,0.132
,,,,,Life Sciences,Very High,,,,,,,High,,,,,,,,,,,,,,3,1,46,47,0.0213,0.132
,,,,,,,,,,,,Divorced,,,,,Excellent,,,,,,Senior,,,,3,2,92,94,0.0213,0.132
Mid,,,,,,,,,Mid,,,,,,,,,,,,,,,,,Long,3,1,46,47,0.0213,0.132
,,,,,,,Male,,,Research Director,,,,,,,,,,,,,,,,,2,1,46,47,0.0213,0.132
,,,Near,,,,,,,,High,,High,,,,,,,,,,,,,,3,1,46,47,0.0213,0.132
,,,,,,,,,,,,Divorced,,,,,Excellent,,,,,,,,,Long,3,1,46,47,0.0213,0.132
,,,,,,,,,Senior,,,Married,,,,,,,,,Medium,,,,,,3,1,46,47,0.0213,0.132
,,,,,,,,,,,,,,,,High,,,Low,,,,,,,Mid,3,1,46,47,0.0213,0.132
,Travel_Rarely,,,,,,,,,Research Director,,,,,No,,,,,,,,,,,,3,1,46,47,0.0213,0.132
,,,,,,High,,,,Healthcare Representative,,,,,,,,,,,,,,,,,2,1,46,47,0.0213,0.132
,,,,,,,,,,,,,High,,,High,,,,,,High,,,,,3,1,46,47,0.0213,0.132
,,,,,,,,,,,,,,Some,,,,,,,,High,Senior,,,,3,1,46,47,0.0213,0.132
,,,,,,,Male,,Junior,Healthcare Representative,,,,,,,,,,,,,,,,,3,1,46,47,0.0213,0.132
,,,,,Medical,,,,,,,,,,,,,,,,High,,Mid,,,,3,1,46,47,0.0213,0.132
,Non-Travel,,,,,,,,,,,Married,,,No,,,,,,,,,,,,3,1,46,47,0.0213,0.132
,,,Near,,,,,,,,,,High,,,,,,,,,,,,,New,3,1,46,47,0.0213,0.132
,,Research & Development,,,,,Male,,,Research Director,,,,,,,,,,,,,,,,,3,1,46,47,0.0213,0.132
,,,Medium,,Life Sciences,,,,,,,Divorced,,,,,,,,,,,,,,,3,1,46,47,0.0213,0.132
,Non-Travel,,,,,,,,,,,,,,No,,,,Low,,,,,,,,3,1,46,47,0.0213,0.132
,,,Near,,,,,,,,,,High,,,,,,,,,,Mid,,,,3,1,46,47,0.0213,0.132
Mid,,,,,,,,,,,,,High,,,,,,Low,,,,,,,,3,2,93,95,0.0211,0.1306
,,,,,,,,,Senior,,,,,,,,Excellent,,,,,High,,,,,3,1,47,48,0.0208,0.1292
,,,,,,,,,,,,,,,,,,,Medium,,,,,,Recent,Mid,3,1,47,48,0.0208,0.1292
,Non-Travel,,,,,,,,,,,,,,,Medium,,,,,,High,,,,,3,1,47,48,0.0208,0.1292
,,,,,,,,,,,,,,,,,,Medium,,,,,,Long,,,2,1,47,48,0.0208,0.1292
,,,,,,,,High,,,,,,,,,,High,,,,,,Long,,,3,1,47,48,0.0208,0.1292
,,,,,,,,,Junior,Research Scientist,,,,,,,Excellent,,,,,,,,,,3,1,47,48,0.0208,0.1292
,,,,,,,Female,,Senior,,,,,,,,,,,Senior,,,,,,,3,1,47,48,0.0208,0.1292
,,,Near,,,,,,Senior,,,,,,,,,,,,,,,,,,2,1,47,48,0.0208,0.1292
,,,,,,,,,Junior,,,Married,,,,,,,,,,,,,,Long,3,1,47,48,0.0208,0.1292
,,,,BelowCollege,Life Sciences,,,,,,,,,,No,,,,,,,,,,,,3,1,47,48,0.0208,0.1292
,,,,,,,,,,,,,,,,,,Medium,,,,,Senior,Long,,,3,1,47,48,0.0208,0.1292
,,,,Bachelor,,,,,,,,,,,,,,,Low,,,,,Long,,,3,1,47,48,0.0208,0.1292
,,,Near,,,,,,Senior,,,,High,,,,,,,,,,,,,,3,1,47,48,0.0208,0.1292
,,,,,Life Sciences,,,,Junior,,,Divorced,,,,,,,,,,,,,,,3,1,47,48,0.0208,0.1292
,,,,,,,,,,,,Married,,,,,,Medium,,,,,Senior,,,,3,1,47,48,0.0208,0.1292
,,,,,,,,,,,Very High,Divorced,,Few,,,,,,,,,,,,,3,1,47,48,0.0208,0.1292
,,,,,,,,,,,,,Medium,,,,,,,Senior,,,Senior,,,,3,1,47,48,0.0208,0.1292
,,,Near,,,,,,,,,,,,,,,,,,,,,Long,Mid,,3,1,47,48,0.0208,0.1292
,,,,,,,,Very High,,,,,,,,,,,,Mid,,,,Established,,,3,1,48,49,0.0204,0.1266
,,,,,,,,,,Research Director,,,,,,,Excellent,,,,Medium,,,,,,3,1,48,49,0.0204,0.1266
,Travel_Rarely,,,,,,,,Senior,,,,,,,,,,,,,,Senior,,,,3,1,48,49,0.0204,0.1266
,,,,,,,Male,,,Manager,,,,,,,,,,Senior,,,,,,,3,1,48,49,0.0204,0.1266
,,Research & Development,,,Life Sciences,,,,,,,,,,,,,,Medium,,,,,,,,3,1,48,49,0.0204,0.1266
,,,,,,,,,,Manager,,,,,No,,,,,,,,Senior,,,,3,1,48,49,0.0204,0.1266
Senior,Travel_Rarely,,,,,,,,Senior,,,,,,,,,,,,,,,,,,3,1,48,49,0.0204,0.1266
,,,,,,,,High,Senior,,,,,,,,,,,,Medium,,,,,,3,1,48,49,0.0204,0.1266
,,,,,,,,,Junior,,,,,,,Medium,,,,,,,,,,Long,3,1,48,49,0.0204,0.1266
,,,,,Medical,,,,,,,,,,,,,,,,,High,,,,Long,3,1,48,49,0.0204,0.1266
,,,,,,,,Very High,,,,,,Few,,,,,,Mid,,,,,,,3,1,48,49,0.0204,0.1266
,,,,,,,,,,,,,,Some,,,,,,,,,Senior,Long,,,3,1,48,49,0.0204,0.1266
,,,,,,,,,,,,,,Some,,,,,,,,,,Long,,,2,1,48,49,0.0204,0.1266
,,,,,,,,,,,Medium,,Medium,,,,,,Low,,,,,,,,3,1,49,50,0.02,0.1241
,,,,,Medical,,,,Junior,,,,,,,,,,Low,,,,,,,,3,1,49,50,0.02,0.1241
,,,Near,,,,,,Junior,,,,,,,High,,,,,,,,,,,3,1,49,50,0.02,0.1241
,Non-Travel,,,,Life Sciences,,,,,,,,,,No,,,,,,,,,,,,3,1,49,50,0.02,0.1241
,,,,,,Medium,,,Junior,,,,,,,,,,,,,,Senior,,,,3,1,49,50,0.02,0.1241
,,Research & Development,,,,,,Medium,,,,,,,,,,,,,,,,Long,,,3,1,49,50,0.02,0.1241
,,,,,Life Sciences,,,,,,,Divorced,,,,,,,,,,,,,,Mid,3,1,49,50,0.02,0.1241
,,,,,,,,,,,,,,,,,Excellent,,,,,,,Long,Recent,,3,1,49,50,0.02,0.1241
,,,Near,,Life Sciences,,,,,,,,,,,,,,,,,,,,,Long,3,1,49,50,0.02,0.1241
,,,,,,,,High,Junior,,,,,,,,,,,,,,,Long,,,3,1,49,50,0.02,0.1241
,,,,Bachelor,,,,,,,,,,,,,,,,,,,Senior,,Mid,,3,1,49,50,0.02,0.1241
Mid,,,,,,,,,,Research Scientist,Very High,,,,,,,,,,,,,,,,3,1,50,51,0.0196,0.1216
,Non-Travel,,,,,,,,,,,,,,,,,,,,,,,,,Mid,2,1,50,51,0.0196,0.1216
,,,,,,,,,,,,,High,,,,,,Low,,,,,,,New,3,1,50,51,0.0196,0.1216
,,,,,,High,,,,,,,High,,,,,,,,,,,,Recent,,3,1,50,51,0.0196,0.1216
,,,,,,,,,Junior,,,Divorced,,,,,,,,,,,,Established,,,3,1,50,51,0.0196,0.1216
,,,,,,,,,,Research Director,,,,,No,,Excellent,,,,,,,,,,3,1,50,51,0.0196,0.1216
,,,,,,,,,,,,Divorced,,,,,,,,Senior,,,Senior,,,,3,1,50,51,0.0196,0.1216
,,Research & Development,,,,,,,,,,,High,,,High,,,,,,,,,,,3,1,50,51,0.0196,0.1216
,,,,,,,Female,,Senior,,,,,,,,,,,,,,,,,,2,1,50,51,0.0196,0.1216
,,,,,,,,,Junior,,,Married,,,,,,,,,,,,Long,,,3,1,50,51,0.0196,0.1216
,,,,,,,,Medium,,,Very High,,Medium,,,,,,,,,,,,,,3,1,50,51,0.0196,0.1216
,Non-Travel,,Near,,,,,,,,,,,,No,,,,,,,,,,,,3,1,50,51,0.0196,0.1216
,,,,Master,,,,,,,,,,,,,,,,Senior,,,,,Recent,,3,1,50,51,0.0196,0.1216
,Travel_Rarely,,,,,,Male,,,Healthcare Representative,,,,,,,,,,,,,,,,,3,1,50,51,0.0196,0.1216
,,,Near,,,,,,,Healthcare Representative,,,,,,,,,,,,,,,,,2,1,50,51,0.0196,0.1216
,,,,,,,Female,,Senior,,,,High,,,,,,,,,,,,,,3,1,50,51,0.0196,0.1216
,,,,,,,Male,,,Healthcare Representative,,,Medium,,,,,,,,,,,,,,3,1,50,51,0.0196,0.1216
,,,,,,,,,,,,Married,,,No,,,Medium,,,,,,,,,3,2,100,102,0.0196,0.1216
,Travel_Rarely,,,College,,,,,,,,Divorced,,,,,,,,,,,,,,,3,1,50,51,0.0196,0.1216
,,Research & Development,Near,,,,,,,Healthcare Representative,,,,,,,,,,,,,,,,,3,1,50,51,0.0196,0.1216
,,,,,Medical,,,Very High,,,,,,,,,,,,,,,,,,,2,1,50,51,0.0196,0.1216
,,,,,,,Female,Medium,,,,,,,,,,,,,,,,,,Mid,3,1,51,52,0.0192,0.1193
Mid,,,,,,,,,,,High,,,,,,,,,,,,,Long,,,3,1,51,52,0.0192,0.1193
,,,,Bachelor,,,,,,,,,,,,Medium,,,,,,,,,,Long,3,1,51,52,0.0192,0.1193
,,,,,,Very High,,,,,,,,,,,,,,,,High,,,,Long,3,1,51,52,0.0192,0.1193
,,,,,Life Sciences,,,,,,Very High,,,Some,,,,,,,,,,,,,3,1,51,52,0.0192,0.1193
,,Research & Development,,,,,,Very High,,,,,,,,,,,,,,,Mid,,,,3,1,51,52,0.0192,0.1193
,Non-Travel,,Near,,,,,,,,,,,,,,Excellent,,,,,,,,,,3,1,51,52,0.0192,0.1193
,,,,,Life Sciences,,,,,,,,Medium,,,,,,,,,,,,,Long,3,1,51,52,0.0192,0.1193
,,,,,,Very High,,,,,,Divorced,,,,,,,,,,,Mid,,,,3,1,52,53,0.0189,0.117
,,,,,,,,,,,,,,Some,,,,,,Senior,,,Senior,,,,3,1,52,53,0.0189,0.117
,,,,,,,,,,,,,,,,,,,,,,High,,,Mid,Long,3,1,52,53,0.0189,0.117
,,Research & Development,Near,,,,,,Junior,,,,,,,,,,,,,,,,,,3,2,105,107,0.0187,0.1159
,,Research & Development,,,,,,Very High,,,,,Medium,,,,,,,,,,,,,,3,1,53,54,0.0185,0.1149
,,Research & Development,,,,,,Very High,,,,Married,,,,,,,,,,,,,,,3,1,53,54,0.0185,0.1149
,,,,,,,,,,,High,,,,,,,,,,,High,,Long,,,3,1,53,54,0.0185,0.1149
,Non-Travel,,,,,,,High,,,,,,,,,,,,Mid,,,,,,,3,1,53,54,0.0185,0.1149
,,,,Bachelor,Medical,,,,Junior,,,,,,,,,,,,,,,,,,3,1,53,54,0.0185,0.1149
Senior,,Research & Development,,,,,,,,,,,,,,,,High,,,,,,,,,3,1,53,54,0.0185,0.1149
Mid,,,,,,,,,,,,,,,,,,Very High,,,,,,Long,,,3,1,53,54,0.0185,0.1149
,,,,,,Medium,,,,,,,,,,Medium,,,,,,,Senior,,,,3,1,54,55,0.0182,0.1128
,Non-Travel,Research & Development,,,,,,,,,,,,,,Medium,,,,,,,,,,,3,1,54,55,0.0182,0.1128
,,Research & Development,,,,,,,Senior,,,,,,,,Excellent,,,,,,,,,,3,1,54,55,0.0182,0.1128
,,,,,,Very High,,,,,,Divorced,Medium,,,,,,,,,,,,,,3,1,54,55,0.0182,0.1128
,,,,,,,,,Senior,,,Married,,,,,,,,Senior,,,,,,,3,1,54,55,0.0182,0.1128
Mid,,,,,,,,,,,,,,,,,,Very High,,,,,,,,Long,3,1,54,55,0.0182,0.1128
,,,,College,,,,,,,,,Medium,,,,,,,,,,Senior,,,,3,1,54,55,0.0182,0.1128
,,Research & Development,,,,,,,,,,,,Some,,,,,,,,,Senior,,,,3,1,54,55,0.0182,0.1128
,Non-Travel,,,,,,,High,,,,,,,,,,,,,,,,,Recent,,3,1,54,55,0.0182,0.1128
,,,,,,,,,,,,Divorced,,,,,,,,,,,Senior,,,,2,2,109,111,0.018,0.1118
,,,,,,,,,,Research Director,,,,,,,,,,,Medium,,,,,,2,1,55,56,0.0179,0.1108
,,,,,,,,,Senior,,,,,,No,,,,,,Medium,,,,,,3,1,55,56,0.0179,0.1108
,,,,,,,,,,Manager,,,,,No,,,,,,Medium,,,,,,3,1,55,56,0.0179,0.1108
,,,,,,,,,,,,Divorced,High,,,,,,,,,,Senior,,,,3,1,55,56,0.0179,0.1108
,,,,,,,,,,Research Director,,,High,,,,,,,,Medium,,,,,,3,1,55,56,0.0179,0.1108
,,,,,,,Female,,,,,Divorced,Medium,,,,,,,,,,,,,,3,1,55,56,0.0179,0.1108
,,Research & Development,,,,,,,,Research Director,,,,,,,,,,,Medium,,,,,,3,1,55,56,0.0179,0.1108
,,,,,,,,,Senior,,,Married,,,,,,,,,,,,,,,2,1,55,56,0.0179,0.1108
,,,,,,,Female,,,,,,,Some,,,,,,Senior,,,,,,,3,1,55,56,0.0179,0.1108
Senior,,,,,,,,,,,,Married,,,,,,,,,,,,,,New,3,1,55,56,0.0179,0.1108
,,,,,,,,,Senior,,,Married,High,,,,,,,,,,,,,,3,1,55,56,0.0179,0.1108
,,,,,,,,,,Research Director,,,,,No,,,,,,,,,,,,2,1,56,57,0.0175,0.1088
,,,Medium,,,,,,,,,,High,,,,,,Low,,,,,,,,3,1,56,57,0.0175,0.1088
,,,,,,,,,,Research Director,,,High,,No,,,,,,,,,,,,3,1,56,57,0.0175,0.1088
,,Research & Development,,,,,,,,Research Director,,,,,No,,,,,,,,,,,,3,1,56,57,0.0175,0.1088
,,,,,,,,,,,,,,,,,Outstanding,,Low,Mid,,,,,,,3,1,56,57,0.0175,0.1088
,Travel_Rarely,,,,,,,,,Manager,,,,,No,,,,,,,,,,,,3,1,56,57,0.0175,0.1088
,,,,,,,,,,,,,,,No,,,,,Senior,,Medium,,,,,3,1,56,57,0.0175,0.1088
,,,Near,,,,,,,,,,,,,High,,,Low,,,,,,,,3,1,56,57,0.0175,0.1088
,,,,,,,,,Junior,,,,,,,,,,,,,High,,Long,,,3,1,57,58,0.0172,0.1069
,,,,,,,,,Junior,,Very High,,,,No,,,,,,,,,,,,3,2,114,116,0.0172,0.1069
,,,,,,,,,,,,Divorced,,,,,,,,,,,Senior,,,Long,3,1,57,58,0.0172,0.1069
,,,,,,,,,,,High,,,Few,,,,,,,,,,Long,,,3,1,57,58,0.0172,0.1069
,,,,,,,,High,,Manager,,,,,,,,,,Senior,,,,,,,3,1,57,58,0.0172,0.1069
,,,,,,,,,Senior,,,,,,,,,,,Senior,,High,,,,,3,1,57,58,0.0172,0.1069
,,,,,,,Male,,,,,,,,,,,,,,,,,Long,Mid,,3,1,57,58,0.0172,0.1069
,,,,,,,,,,,,Divorced,,,,,,,,,,,,,,Long,2,1,57,58,0.0172,0.1069
,,,,,,,,,Junior,,,,,,,,,,,,,,,Long,,Long,3,1,57,58,0.0172,0.1069
,,,,,,High,,High,,,,,,,,,,,,Senior,,,,,,,3,1,57,58,0.0172,0.1069
,,,Medium,,,High,,,Junior,,,,,,,,,,,,,,,,,,3,1,57,58,0.0172,0.1069
,,,,,,,,,,,,,Medium,,No,,,,,Senior,,,,,,,3,1,58,59,0.0169,0.1051
,Travel_Rarely,,,,,,,,Senior,,,,,,,,,,,,Medium,,,,,,3,1,58,59,0.0169,0.1051
,,,,,Life Sciences,High,,,Junior,,,,,,,,,,,,,,,,,,3,1,58,59,0.0169,0.1051
,,,,,,,,,,Manager,,,,,No,,Excellent,,,,,,,,,,3,1,58,59,0.0169,0.1051
,,,,,,,,,,,Very High,,,,,,,,,Mid,High,,,,,,3,1,59,60,0.0167,0.1034
,,,,,,,,,,,,,High,,No,High,,,,,,,,,,,3,1,59,60,0.0167,0.1034
,Non-Travel,,,,,,,High,,,,,,,,,,,,,Medium,,,,,,3,1,59,60,0.0167,0.1034
,,,,,,,,,,,,Divorced,,,,,,,,Mid,,,Senior,,,,3,1,59,60,0.0167,0.1034
,,,Medium,,,,,,,,,,,,,,,,,,,High,,,,Long,3,1,59,60,0.0167,0.1034
,,,,,,Very High,,,,,Very High,,,,,,,,,,,,Mid,,,,3,1,59,60,0.0167,0.1034
,,,Near,,,,,,,,Medium,Married,,,,,,,,,,,,,,,3,1,59,60,0.0167,0.1034
,,,,,,,,,,,,,,,,,,,,,,,,Long,Recent,,2,1,60,61,0.0164,0.1017
,,,,,,Very High,,,,,,Divorced,,,,,,,,Mid,,,,,,,3,1,60,61,0.0164,0.1017
Mid,,,,,,,,,,,,,,,,,,,Low,,,,,,Long,,3,1,60,61,0.0164,0.1017
,,,,,,,,,Senior,,,,High,,,,,,,,,High,,,,,3,1,60,61,0.0164,0.1017
,,,,,,,,,Senior,,,,,,,,,,,,,High,,,,,2,1,60,61,0.0164,0.1017
,,,,,,,,,,,,,,,,,,,,,,,Senior,Long,Recent,,3,1,60,61,0.0164,0.1017
,,,,,,,,,,,,,,,,,,High,,Senior,,,,,Recent,,3,1,60,61,0.0164,0.1017
,,,,College,,,,,,,,,,,,,,,Low,,,,Mid,,,,3,1,60,61,0.0164,0.1017
,,,,,,,,,Junior,,Very High,,,,,,,,Low,,,,,,,,3,1,61,62,0.0161,0.1
,,,,,,,,,,,High,,,,,,,High,,Mid,,,,,,,3,1,61,62,0.0161,0.1
,,,,,,High,,High,,,,,High,,,,,,,,,,,,,,3,1,61,62,0.0161,0.1
,,,,,,,,,,,Very High,,,,No,,,Medium,,,,,,,,,3,1,62,63,0.0159,0.0985
,,,,,,,,,Junior,,,Divorced,,,,,,,Low,,,,,,,,3,1,62,63,0.0159,0.0985
,,,,,,,,,,,,Divorced,,,,,,,,,,High,Senior,,,,3,1,62,63,0.0159,0.0985
,,,,,,Very High,,,,,,Divorced,,,,,,,,,,High,,,,,3,1,63,64,0.0156,0.0969
Mid,,,,,,,,,,,,,,,,,,,,,,,,Long,Mid,,3,1,63,64,0.0156,0.0969
,,,,,,,Female,,Junior,,Very High,,,,,,,,,,,,,,,,3,1,63,64,0.0156,0.0969
,,Research & Development,,,,,,,Senior,,,,,,,,,,,Senior,,,,,,,3,1,63,64,0.0156,0.0969
,,Research & Development,,,,,,,,Healthcare Representative,,,,,,Medium,,,,,,,,,,,3,1,64,65,0.0154,0.0954
,,,,,,,,,,Healthcare Representative,,,,,,Medium,Excellent,,,,,,,,,,3,1,64,65,0.0154,0.0954
,,,,,,,,,,Research Scientist,Very High,,,,No,,,,,,,,,,,,3,1,64,65,0.0154,0.0954
Mid,,,,,,,,,,,,,,,,,,,,,,,,,Mid,Long,3,1,64,65,0.0154,0.0954
,,,,,,,,,,Healthcare Representative,,,,,,Medium,,,,,,,,,,,2,1,64,65,0.0154,0.0954
,,,,,,,,,Junior,,,,,,No,,,,,,,,,Long,,,3,1,65,66,0.0152,0.094
,,,,,,,,,,Manager,,,,,No,,,,,Senior,,,,,,,3,1,66,67,0.0149,0.0926
,,,,,,,,,Junior,,,Divorced,,Few,,,,,,,,,,,,,3,1,66,67,0.0149,0.0926
,Non-Travel,,,,,,,High,,,,,,,No,,,,,,,,,,,,3,1,66,67,0.0149,0.0926
,Travel_Rarely,,,,,Very High,,,,,,Divorced,,,,,,,,,,,,,,,3,1,66,67,0.0149,0.0926
,Travel_Rarely,,,,,,,,Senior,,,,,,,,Excellent,,,,,,,,,,3,1,66,67,0.0149,0.0926
,,Research & Development,,,,,,,Senior,,,,High,,,,,,,,,,,,,,3,1,67,68,0.0147,0.0912
,,Research & Development,,,,,,,Senior,,,,,,,,,,,,,,,,,,2,1,67,68,0.0147,0.0912
,,,,,,,,,,,,,,,,,,High,Low,Senior,,,,,,,3,1,67,68,0.0147,0.0912
,,,,,,,,,,,,Divorced,,Few,,,,,,,,,,,,Mid,3,1,67,68,0.0147,0.0912
,,,,,,,,,,,,Divorced,,,,,,,Low,,,,Senior,,,,3,1,67,68,0.0147,0.0912
,,,,,,High,Female,,Junior,,,,,,,,,,,,,,,,,,3,1,67,68,0.0147,0.0912
,,,,,,Very High,,,,,,Divorced,,,No,,,,,,,,,,,,3,1,68,69,0.0145,0.0899
,,,,,,,,,,Research Scientist,,,,,No,,,,Low,,,,,,,,3,1,68,69,0.0145,0.0899
,,,,,,,,,Junior,,,,,,,,,,,,Medium,,,,,Long,3,1,69,70,0.0143,0.0886
,,Research & Development,,Bachelor,,,,,,,,,,,,,,,,,,,,,,Long,3,1,69,70,0.0143,0.0886
,,,,,,,,,Junior,,,,,,,,Excellent,,,,,,,Long,,,3,1,71,72,0.0139,0.0861
,Travel_Rarely,,,,,,,,Senior,,,,,,,,,,,Senior,,,,,,,3,1,71,72,0.0139,0.0861
,,,,,,,,,,Sales Executive,,,,,,,,,Low,,,,,,Recent,,3,1,71,72,0.0139,0.0861
,,,,,,,,,,,Medium,,,,,,,,Low,,,High,,,,,3,1,71,72,0.0139,0.0861
,,Research & Development,,,,,,,Junior,,,Divorced,,,,,,,,,,,,,,,3,1,72,73,0.0137,0.085
,,Research & Development,,,,,,,Junior,,,,,,,Low,,,,,,,,,,,3,1,72,73,0.0137,0.085
,,,,,,,,,,,,Divorced,,Few,,,,,,,,,Senior,,,,3,1,73,74,0.0135,0.0838
,,,,,,,Male,,,,,Divorced,,,,,,,,,,,Senior,,,,3,1,73,74,0.0135,0.0838
,,,,,,,,,,,,Divorced,,,,,,,,,Medium,,Senior,,,,3,1,73,74,0.0135,0.0838
,,,,,,,,,,Manager,,,,,No,,,,,,,,,,,,2,1,74,75,0.0133,0.0827
,,,,,,,,,,Manager,,,High,,No,,,,,,,,,,,,3,1,74,75,0.0133,0.0827
,,,,,,,,,,,,,,,,,,Medium,,,Medium,,Senior,,,,3,1,75,76,0.0132,0.0816
,Travel_Rarely,,,,,,,,Senior,,,,High,,,,,,,,,,,,,,3,1,75,76,0.0132,0.0816
,,Research & Development,,,,,,,Junior,,,,,,,,,High,,,,,,,,,3,1,75,76,0.0132,0.0816
,Travel_Rarely,,,,,,,,Senior,,,,,,,,,,,,,,,,,,2,1,75,76,0.0132,0.0816
,,,,,,,,,,,,Divorced,,,No,,,,,,,,Senior,,,,3,1,76,77,0.013,0.0806
Mid,,,,,,,,,,,,,,,,,,,Low,,,,,,,Long,3,1,79,80,0.0125,0.0775
,Non-Travel,,,,,,Female,,,,,,,,,,,,,,,,Mid,,,,3,0,15,15,0.0,0.0
,,,Far,,,,,,,Manager,,,,,,,,,,,,High,,,,,3,0,12,12,0.0,0.0
